Period,Number,Premium,Big/Small
20250407100010265,9,37089,B
20250407100010264,8,32438,B
20250407100010263,9,40809,B
20250407100010262,9,85059,B
20250407100010261,6,58506,B
20250407100010260,0,72450,S
20250407100010259,0,67490,S
20250407100010258,2,75352,S
20250407100010257,6,71656,B
20250407100010256,0,21900,S
20250407100010255,1,60601,S
20250407100010254,7,47637,B
20250407100010253,9,48339,B
20250407100010252,4,18434,S
20250407100010251,4,73924,S
20250407100010250,3,86233,S
20250407100010249,9,26509,B
20250407100010248,5,75075,B
20250407100010247,6,43146,B
20250407100010246,1,38431,S
20250407100010245,4,37184,S
20250407100010244,5,80055,B
20250407100010243,1,77431,S
20250407100010242,0,13410,S
20250407100010241,6,84876,B
20250407100010240,8,30768,B
20250407100010239,3,53313,S
20250407100010238,4,13574,S
20250407100010237,3,77253,S
20250407100010236,1,68171,S
20250407100010235,6,91606,B
20250407100010234,9,78809,B
20250407100010233,3,96783,S
20250407100010232,6,94396,B
20250407100010231,1,76051,S
20250407100010230,7,71867,B
20250407100010229,5,26395,B
20250407100010228,6,43056,B
20250407100010227,7,90137,B
20250407100010226,2,32602,S
20250407100010225,0,20390,S
20250407100010224,6,83946,B
20250407100010223,6,86076,B
20250407100010222,0,34750,S
20250407100010221,3,23673,S
20250407100010220,2,48312,S
20250407100010219,3,71163,S
20250407100010218,2,22012,S
20250407100010217,0,32510,S
20250407100010216,9,95299,B
20250407100010215,1,38461,S
20250407100010214,6,47746,B
20250407100010213,1,45421,S
20250407100010212,8,56658,B
20250407100010211,5,61715,B
20250407100010210,7,58807,B
20250407100010209,2,70712,S
20250407100010208,6,19246,B
20250407100010207,2,71722,S
20250407100010206,7,34137,B
20250407100010205,3,79503,S
20250407100010204,0,86500,S
20250407100010203,0,11600,S
20250407100010202,0,60260,S
20250407100010201,3,61703,S
20250407100010200,0,81210,S
20250407100010199,3,68283,S
20250407100010198,6,93006,B
20250407100010197,6,25056,B
20250407100010196,4,44944,S
20250407100010195,4,16304,S
20250407100010194,3,73493,S
20250407100010193,5,91285,B
20250407100010192,3,77563,S
20250407100010191,6,59136,B
20250407100010190,6,43566,B
20250407100010189,5,46565,B
20250407100010188,2,92142,S
20250407100010187,5,24195,B
20250407100010186,6,14286,B
20250407100010185,2,64922,S
20250407100010184,3,30933,S
20250407100010183,7,31487,B
20250407100010182,9,74129,B
20250407100010181,7,49207,B
20250407100010180,5,79095,B
20250407100010179,3,28073,S
20250407100010178,4,19234,S
20250407100010177,8,25468,B
20250407100010176,6,71506,B
20250407100010175,0,20010,S
20250407100010174,9,36529,B
20250407100010173,1,54461,S
20250407100010172,4,54634,S
20250407100010171,2,47422,S
20250407100010170,8,72318,B
20250407100010169,4,11234,S
20250407100010168,1,39901,S
20250407100010167,6,68256,B
20250407100010166,0,83270,S
20250407100010165,6,58276,B
20250407100010164,6,87776,B
20250407100010163,2,54382,S
20250407100010162,6,61876,B
20250407100010161,3,97903,S
20250407100010160,1,65001,S
20250407100010159,9,80239,B
20250407100010158,6,26096,B
20250407100010157,5,82625,B
20250407100010156,2,52152,S
20250407100010155,2,91292,S
20250407100010154,3,10563,S
20250407100010153,7,82157,B
20250407100010152,4,22224,S
20250407100010151,5,17345,B
20250407100010150,0,77320,S
20250407100010149,3,82853,S
20250407100010148,5,36445,B
20250407100010147,2,20132,S
20250407100010146,3,79303,S
20250407100010145,0,66190,S
20250407100010144,6,76256,B
20250407100010143,8,35818,B
20250407100010142,2,40252,S
20250407100010141,1,19461,S
20250407100010140,2,88882,S
20250407100010139,3,79013,S
20250407100010138,8,85588,B
20250407100010137,2,76852,S
20250407100010136,8,69088,B
20250407100010135,8,81048,B
20250407100010134,6,83266,B
20250407100010133,1,84791,S
20250407100010132,4,81274,S
20250407100010131,1,23381,S
20250407100010130,7,89907,B
20250407100010129,3,83653,S
20250407100010128,6,91036,B
20250407100010127,4,21044,S
20250407100010126,6,13896,B
20250407100010125,9,50759,B
20250407100010124,3,70973,S
20250407100010123,3,28233,S
20250407100010122,7,49427,B
20250407100010121,8,34548,B
20250407100010120,5,56325,B
20250407100010119,7,67137,B
20250407100010118,0,35960,S
20250407100010117,9,90869,B
20250407100010116,2,43782,S
20250407100010115,6,55596,B
20250407100010114,6,20946,B
20250407100010113,8,19968,B
20250407100010112,1,85641,S
20250407100010111,5,12475,B
20250407100010110,2,81352,S
20250407100010109,6,91396,B
20250407100010108,2,49332,S
20250407100010107,1,71871,S
20250407100010106,5,86465,B
20250407100010105,5,82185,B
20250407100010104,4,63824,S
20250407100010103,6,71736,B
20250407100010102,2,79332,S
20250407100010101,2,66592,S
20250407100010100,0,73490,S
20250407100010099,6,88756,B
20250407100010098,6,88576,B
20250407100010097,2,45462,S
20250407100010096,1,38641,S
20250407100010095,5,10985,B
20250407100010094,8,48758,B
20250407100010093,6,41266,B
20250407100010092,2,21592,S
20250407100010091,7,20237,B
20250407100010090,5,55615,B
20250407100010089,6,41496,B
20250407100010088,9,86699,B
20250407100010087,6,48816,B
20250407100010086,7,23157,B
20250407100010085,3,27033,S
20250407100010084,0,35140,S
20250407100010083,5,71365,B
20250407100010082,9,48519,B
20250407100010081,0,82570,S
20250407100010080,0,65640,S
20250407100010079,7,26847,B
20250407100010078,4,23314,S
20250407100010077,9,59299,B
20250407100010076,9,99169,B
20250407100010075,2,13892,S
20250407100010074,0,76750,S
20250407100010073,4,18314,S
20250407100010072,6,74996,B
20250407100010071,0,15150,S
20250407100010070,2,22712,S
20250407100010069,6,91196,B
20250407100010068,7,94687,B
20250407100010067,7,36877,B
20250407100010066,7,90937,B
20250407100010065,0,87120,S
20250407100010064,9,18799,B
20250407100010063,3,76253,S
20250407100010062,9,53089,B
20250407100010061,2,44772,S
20250407100010060,7,85887,B
20250407100010059,5,94165,B
20250407100010058,3,81303,S
20250407100010057,2,74002,S
20250407100010056,9,82809,B
20250407100010055,1,93151,S
20250407100010054,3,60603,S
20250407100010053,6,78676,B
20250407100010052,6,92446,B
20250407100010051,5,71655,B
20250407100010050,6,92096,B
20250407100010049,3,55123,S
20250407100010048,5,17445,B
20250407100010047,9,22839,B
20250407100010046,6,49596,B
20250407100010045,2,51492,S
20250407100010044,9,83639,B
20250407100010043,0,52410,S
20250407100010042,7,87897,B
20250407100010041,7,47417,B
20250407100010040,4,18994,S
20250407100010039,5,26725,B
20250407100010038,9,71129,B
20250407100010037,2,27182,S
20250407100010036,1,26061,S
20250407100010035,3,50163,S
20250407100010034,7,23377,B
20250407100010033,4,83244,S
20250407100010032,8,17168,B
20250407100010031,7,38237,B
20250407100010030,7,44067,B
20250407100010029,4,45894,S
20250407100010028,7,72967,B
20250407100010027,2,53462,S
20250407100010026,3,77603,S
20250407100010025,0,17280,S
20250407100010024,0,40900,S
20250407100010023,0,11270,S
20250407100010022,6,99396,B
20250407100010021,5,77635,B
20250407100010020,1,59831,S
20250407100010019,0,18560,S
20250407100010018,2,81982,S
20250407100010017,9,56109,B
20250407100010016,0,69240,S
20250407100010015,0,94360,S
20250407100010014,1,79601,S
20250407100010013,0,85490,S
20250407100010012,9,39099,B
20250407100010011,2,42552,S
20250407100010010,2,14762,S
20250407100010009,8,77118,B
20250407100010008,4,85024,S
20250407100010007,5,16695,B
20250407100010006,5,20545,B
20250407100010005,6,76346,B
20250407100010004,5,69465,B
20250407100010003,2,18292,S
20250407100010002,2,84002,S
20250407100010001,6,47326,B
20250406100011440,6,17096,B
20250406100011439,0,87570,S
20250406100011438,2,38722,S
20250406100011437,2,68672,S
20250406100011436,7,63427,B
20250406100011435,2,64272,S
20250406100011434,5,63155,B
20250406100011433,4,26484,S
20250406100011432,3,10773,S
20250406100011431,9,39729,B
20250406100011430,2,33712,S
20250406100011429,3,41163,S
20250406100011428,2,82282,S
20250406100011427,7,79427,B
20250406100011426,5,91795,B
20250406100011425,2,61562,S
20250406100011424,8,39288,B
20250406100011423,6,79856,B
20250406100011422,5,75265,B
20250406100011421,9,15569,B
20250406100011420,7,78497,B
20250406100011419,3,81863,S
20250406100011418,9,72319,B
20250406100011417,4,68604,S
20250406100011416,0,33560,S
20250406100011415,2,79152,S
20250406100011414,5,46335,B
20250406100011413,5,60395,B
20250406100011412,5,51865,B
20250406100011411,5,43075,B
20250406100011410,3,81023,S
20250406100011409,6,13956,B
20250406100011408,6,98536,B
20250406100011407,6,28766,B
20250406100011406,0,23980,S
20250406100011405,2,11522,S
20250406100011404,9,35019,B
20250406100011403,7,48427,B
20250406100011402,5,27375,B
20250406100011401,3,23083,S
20250406100011400,9,26169,B
20250406100011399,6,32156,B
20250406100011398,8,73988,B
20250406100011397,9,80929,B
20250406100011396,6,32206,B
20250406100011395,5,58595,B
20250406100011394,1,48761,S
20250406100011393,5,31775,B
20250406100011392,9,68059,B
20250406100011391,5,96385,B
20250406100011390,1,47871,S
20250406100011389,4,48654,S
20250406100011388,1,97451,S
20250406100011387,5,58625,B
20250406100011386,4,39894,S
20250406100011385,8,28508,B
20250406100011384,0,39470,S
20250406100011383,0,60110,S
20250406100011382,9,56619,B
20250406100011381,2,85782,S
20250406100011380,8,76728,B
20250406100011379,2,10172,S
20250406100011378,3,35553,S
20250406100011377,0,14830,S
20250406100011376,6,50146,B
20250406100011375,5,58765,B
20250406100011374,9,38999,B
20250406100011373,5,38945,B
20250406100011372,8,81498,B
20250406100011371,3,59633,S
20250406100011370,9,51909,B
20250406100011369,1,19841,S
20250406100011368,3,80073,S
20250406100011367,0,72220,S
20250406100011366,5,71175,B
20250406100011365,4,20774,S
20250406100011364,4,90734,S
20250406100011363,3,44513,S
20250406100011362,7,71527,B
20250406100011361,6,69916,B
20250406100011360,1,35631,S
20250406100011359,5,76575,B
20250406100011358,8,26238,B
20250406100011357,7,33237,B
20250406100011356,8,53178,B
20250406100011355,1,29941,S
20250406100011354,5,22345,B
20250406100011353,7,57937,B
20250406100011352,3,17703,S
20250406100011351,6,84876,B
20250406100011350,3,60423,S
20250406100011349,6,50076,B
20250406100011348,4,49684,S
20250406100011347,3,84613,S
20250406100011346,9,27779,B
20250406100011345,0,50120,S
20250406100011344,3,65463,S
20250406100011343,2,26622,S
20250406100011342,2,58882,S
20250406100011341,7,72777,B
20250406100011340,1,43791,S
20250406100011339,5,80805,B
20250406100011338,7,64707,B
20250406100011337,7,76477,B
20250406100011336,2,99242,S
20250406100011335,7,13227,B
20250406100011334,5,26085,B
20250406100011333,8,60638,B
20250406100011332,8,29088,B
20250406100011331,1,89251,S
20250406100011330,9,42809,B
20250406100011329,4,47754,S
20250406100011328,5,57665,B
20250406100011327,7,84357,B
20250406100011326,3,64993,S
20250406100011325,6,50046,B
20250406100011324,7,45907,B
20250406100011323,8,31588,B
20250406100011322,9,72769,B
20250406100011321,4,23764,S
20250406100011320,8,88488,B
20250406100011319,7,18217,B
20250406100011318,6,79576,B
20250406100011317,9,33859,B
20250406100011316,9,56059,B
20250406100011315,6,22046,B
20250406100011314,1,47461,S
20250406100011313,4,87134,S
20250406100011312,6,96556,B
20250406100011311,8,17578,B
20250406100011310,7,23407,B
20250406100011309,2,99672,S
20250406100011308,2,44952,S
20250406100011307,5,20455,B
20250406100011306,5,71095,B
20250406100011305,1,10901,S
20250406100011304,0,96020,S
20250406100011303,4,36334,S
20250406100011302,4,11214,S
20250406100011301,6,73126,B
20250406100011300,8,95258,B
20250406100011299,6,51186,B
20250406100011298,9,90339,B
20250406100011297,9,91429,B
20250406100011296,6,15526,B
20250406100011295,2,70482,S
20250406100011294,0,83160,S
20250406100011293,9,65019,B
20250406100011292,2,51822,S
20250406100011291,3,65893,S
20250406100011290,6,48566,B
20250406100011289,4,61314,S
20250406100011288,8,67908,B
20250406100011287,3,87433,S
20250406100011286,5,22945,B
20250406100011285,8,32948,B
20250406100011284,6,33686,B
20250406100011283,5,10465,B
20250406100011282,6,99636,B
20250406100011281,3,59103,S
20250406100011280,2,78572,S
20250406100011279,7,75887,B
20250406100011278,0,61840,S
20250406100011277,7,33017,B
20250406100011276,0,87990,S
20250406100011275,7,77127,B
20250406100011274,2,62972,S
20250406100011273,1,16571,S
20250406100011272,6,49826,B
20250406100011271,4,94594,S
20250406100011270,9,44359,B
20250406100011269,2,75302,S
20250406100011268,5,69245,B
20250406100011267,3,27463,S
20250406100011266,3,46713,S
20250406100011265,8,63538,B
20250406100011264,0,52760,S
20250406100011263,3,21633,S
20250406100011262,2,21722,S
20250406100011261,4,48314,S
20250406100011260,9,15239,B
20250406100011259,7,80607,B
20250406100011258,0,69980,S
20250406100011257,2,77262,S
20250406100011256,3,57763,S
20250406100011255,4,72234,S
20250406100011254,1,73401,S
20250406100011253,5,47415,B
20250406100011252,0,31610,S
20250406100011251,3,40963,S
20250406100011250,1,37421,S
20250406100011249,3,21833,S
20250406100011248,0,50520,S
20250406100011247,6,48376,B
20250406100011246,7,91627,B
20250406100011245,8,50748,B
20250406100011244,2,45912,S
20250406100011243,3,36763,S
20250406100011242,3,80783,S
20250406100011241,3,64763,S
20250406100011240,1,19881,S
20250406100011239,5,18455,B
20250406100011238,3,59733,S
20250406100011237,1,12271,S
20250406100011236,7,36507,B
20250406100011235,6,12726,B
20250406100011234,9,56369,B
20250406100011233,7,59077,B
20250406100011232,2,19412,S
20250406100011231,7,23887,B
20250406100011230,5,96735,B
20250406100011229,6,87436,B
20250406100011228,4,47874,S
20250406100011227,1,21211,S
20250406100011226,4,21064,S
20250406100011225,5,24135,B
20250406100011224,7,75197,B
20250406100011223,4,74244,S
20250406100011222,6,12856,B
20250406100011221,6,16716,B
20250406100011220,7,97987,B
20250406100011219,7,81507,B
20250406100011218,0,72230,S
20250406100011217,0,41410,S
20250406100011216,8,99958,B
20250406100011215,1,57281,S
20250406100011214,8,34028,B
20250406100011213,0,85320,S
20250406100011212,1,10211,S
20250406100011211,9,71819,B
20250406100011210,6,87256,B
20250406100011209,7,18557,B
20250406100011208,9,82369,B
20250406100011207,8,88918,B
20250406100011206,0,88410,S
20250406100011205,0,22210,S
20250406100011204,3,70663,S
20250406100011203,6,71326,B
20250406100011202,8,61918,B
20250406100011201,1,22811,S
20250406100011200,4,21684,S
20250406100011199,2,41272,S
20250406100011198,4,58174,S
20250406100011197,4,31264,S
20250406100011196,3,92233,S
20250406100011195,9,32539,B
20250406100011194,0,71880,S
20250406100011193,6,30626,B
20250406100011192,7,48487,B
20250406100011191,2,65712,S
20250406100011190,6,48876,B
20250406100011189,7,53767,B
20250406100011188,4,51354,S
20250406100011187,9,81129,B
20250406100011186,9,45119,B
20250406100011185,5,27245,B
20250406100011184,4,45274,S
20250406100011183,9,38619,B
20250406100011182,7,15217,B
20250406100011181,3,15663,S
20250406100011180,9,86749,B
20250406100011179,7,11877,B
20250406100011178,4,93754,S
20250406100011177,6,15866,B
20250406100011176,9,41129,B
20250406100011175,3,52043,S
20250406100011174,9,34409,B
20250406100011173,6,32796,B
20250406100011172,1,75601,S
20250406100011171,9,75549,B
20250406100011170,7,65837,B
20250406100011169,6,77096,B
20250406100011168,2,58632,S
20250406100011167,2,64742,S
20250406100011166,1,42961,S
20250406100011165,7,18747,B
20250406100011164,0,68150,S
20250406100011163,5,41345,B
20250406100011162,2,66332,S
20250406100011161,0,49590,S
20250406100011160,8,43428,B
20250406100011159,3,10633,S
20250406100011158,5,62215,B
20250406100011157,4,10374,S
20250406100011156,0,33030,S
20250406100011155,7,79157,B
20250406100011154,6,67306,B
20250406100011153,9,97019,B
20250406100011152,3,91673,S
20250406100011151,8,77618,B
20250406100011150,4,52644,S
20250406100011149,5,22575,B
20250406100011148,1,34661,S
20250406100011147,3,21623,S
20250406100011146,2,14142,S
20250406100011145,5,66035,B
20250406100011144,8,34838,B
20250406100011143,9,42339,B
20250406100011142,0,38770,S
20250406100011141,2,89312,S
20250406100011140,6,78686,B
20250406100011139,7,53477,B
20250406100011138,7,83397,B
20250406100011137,6,66756,B
20250406100011136,9,72939,B
20250406100011135,1,73091,S
20250406100011134,1,16301,S
20250406100011133,9,80069,B
20250406100011132,2,12902,S
20250406100011131,0,88460,S
20250406100011130,2,69112,S
20250406100011129,2,76342,S
20250406100011128,6,14736,B
20250406100011127,7,15447,B
20250406100011126,1,30951,S
20250406100011125,7,98857,B
20250406100011124,0,18830,S
20250406100011123,2,78332,S
20250406100011122,0,40420,S
20250406100011121,8,68738,B
20250406100011120,1,19191,S
20250406100011119,3,82933,S
20250406100011118,6,82226,B
20250406100011117,2,54202,S
20250406100011116,7,78057,B
20250406100011115,2,69972,S
20250406100011114,4,47494,S
20250406100011113,4,12844,S
20250406100011112,6,30056,B
20250406100011111,6,51596,B
20250406100011110,2,98592,S
20250406100011109,5,24885,B
20250406100011108,9,20659,B
20250406100011107,8,42718,B
20250406100011106,8,64538,B
20250406100011105,8,20288,B
20250406100011104,9,33839,B
20250406100011103,9,22459,B
20250406100011102,9,72149,B
20250406100011101,2,71252,S
20250406100011100,5,11225,B
20250406100011099,2,56742,S
20250406100011098,4,89764,S
20250406100011097,7,66817,B
20250406100011096,6,81526,B
20250406100011095,8,22548,B
20250406100011094,4,91364,S
20250406100011093,4,64754,S
20250406100011092,3,99643,S
20250406100011091,3,60363,S
20250406100011090,3,77433,S
20250406100011089,3,76333,S
20250406100011088,0,72290,S
20250406100011087,1,12871,S
20250406100011086,0,65560,S
20250406100011085,0,36690,S
20250406100011084,1,37701,S
20250406100011083,3,15353,S
20250406100011082,9,73979,B
20250406100011081,0,94510,S
20250406100011080,7,62257,B
20250406100011079,9,31209,B
20250406100011078,0,44300,S
20250406100011077,1,15141,S
20250406100011076,6,58396,B
20250406100011075,1,84361,S
20250406100011074,1,72211,S
20250406100011073,4,34814,S
20250406100011072,4,62674,S
20250406100011071,4,30524,S
20250406100011070,0,75700,S
20250406100011069,6,38296,B
20250406100011068,7,21107,B
20250406100011067,1,98721,S
20250406100011066,5,34105,B
20250406100011065,9,14669,B
20250406100011064,9,58859,B
20250406100011063,3,67643,S
20250406100011062,3,54933,S
20250406100011061,1,82961,S
20250406100011060,5,31815,B
20250406100011059,3,34613,S
20250406100011058,9,47559,B
20250406100011057,7,27497,B
20250406100011056,4,39084,S
20250406100011055,6,61326,B
20250406100011054,6,64626,B
20250406100011053,6,85736,B
20250406100011052,3,48943,S
20250406100011051,8,17428,B
20250406100011050,3,39433,S
20250406100011049,3,77223,S
20250406100011048,6,90956,B
20250406100011047,7,47537,B
20250406100011046,5,50545,B
20250406100011045,6,63696,B
20250406100011044,0,63660,S
20250406100011043,7,45677,B
20250406100011042,8,48508,B
20250406100011041,1,32821,S
20250406100011040,8,57168,B
20250406100011039,4,23444,S
20250406100011038,5,76585,B
20250406100011037,6,26596,B
20250406100011036,4,11124,S
20250406100011035,1,67661,S
20250406100011034,6,62596,B
20250406100011033,2,43442,S
20250406100011032,6,92426,B
20250406100011031,5,38345,B
20250406100011030,2,56752,S
20250406100011029,8,55158,B
20250406100011028,4,43584,S
20250406100011027,3,82273,S
20250406100011026,1,79501,S
20250406100011025,0,39160,S
20250406100011024,3,51563,S
20250406100011023,9,69009,B
20250406100011022,3,27253,S
20250406100011021,7,23187,B
20250406100011020,1,97981,S
20250406100011019,4,94934,S
20250406100011018,3,20013,S
20250406100011017,3,72333,S
20250406100011016,2,50212,S
20250406100011015,2,66612,S
20250406100011014,4,20654,S
20250406100011013,6,46656,B
20250406100011012,2,44732,S
20250406100011011,1,19551,S
20250406100011010,8,82378,B
20250406100011009,0,56720,S
20250406100011008,8,73938,B
20250406100011007,7,70447,B
20250406100011006,1,11181,S
20250406100011005,4,55704,S
20250406100011004,7,85767,B
20250406100011003,3,98433,S
20250406100011002,4,78554,S
20250406100011001,6,99996,B
20250406100011000,7,32117,B
20250406100010999,0,53490,S
20250406100010998,1,75701,S
20250406100010997,9,81029,B
20250406100010996,6,13066,B
20250406100010995,8,38478,B
20250406100010994,1,13711,S
20250406100010993,2,72452,S
20250406100010992,2,47622,S
20250406100010991,5,49415,B
20250406100010990,5,20085,B
20250406100010989,3,75803,S
20250406100010988,4,68444,S
20250406100010987,5,86775,B
20250406100010986,9,10589,B
20250406100010985,3,31723,S
20250406100010984,8,61658,B
20250406100010983,3,65183,S
20250406100010982,2,73782,S
20250406100010981,6,37856,B
20250406100010980,6,54306,B
20250406100010979,5,12535,B
20250406100010978,0,55040,S
20250406100010977,3,80883,S
20250406100010976,0,20190,S
20250406100010975,9,64909,B
20250406100010974,5,30495,B
20250406100010973,5,80635,B
20250406100010972,6,83696,B
20250406100010971,5,13375,B
20250406100010970,5,43335,B
20250406100010969,1,18071,S
20250406100010968,0,43000,S
20250406100010967,5,85205,B
20250406100010966,4,56364,S
20250406100010965,9,11459,B
20250406100010964,5,87865,B
20250406100010963,0,96120,S
20250406100010962,5,58215,B
20250406100010961,2,50162,S
20250406100010960,6,67686,B
20250406100010959,6,49016,B
20250406100010958,8,47628,B
20250406100010957,1,18231,S
20250406100010956,7,50617,B
20250406100010955,4,27374,S
20250406100010954,7,65677,B
20250406100010953,3,12023,S
20250406100010952,8,53678,B
20250406100010951,0,80570,S
20250406100010950,7,52317,B
20250406100010949,4,72014,S
20250406100010948,8,80068,B
20250406100010947,1,75991,S
20250406100010946,1,22631,S
20250406100010945,3,92573,S
20250406100010944,8,47208,B
20250406100010943,9,83239,B
20250406100010942,1,48921,S
20250406100010941,2,46532,S
20250406100010940,0,82110,S
20250406100010939,0,65650,S
20250406100010938,5,17905,B
20250406100010937,0,37760,S
20250406100010936,8,16678,B
20250406100010935,2,21552,S
20250406100010934,7,43627,B
20250406100010933,4,14874,S
20250406100010932,1,27791,S
20250406100010931,6,52066,B
20250406100010930,2,77302,S
20250406100010929,1,39401,S
20250406100010928,8,79308,B
20250406100010927,8,21018,B
20250406100010926,0,21750,S
20250406100010925,3,26183,S
20250406100010924,0,44530,S
20250406100010923,1,11081,S
20250406100010922,3,90013,S
20250406100010921,5,65025,B
20250406100010920,8,26268,B
20250406100010919,2,86582,S
20250406100010918,4,80124,S
20250406100010917,5,53355,B
20250406100010916,1,31571,S
20250406100010915,1,67971,S
20250406100010914,0,54290,S
20250406100010913,2,64382,S
20250406100010912,4,53304,S
20250406100010911,0,68240,S
20250406100010910,4,95994,S
20250406100010909,3,46253,S
20250406100010908,9,17079,B
20250406100010907,0,38990,S
20250406100010906,8,19838,B
20250406100010905,2,13882,S
20250406100010904,6,12666,B
20250406100010903,2,27712,S
20250406100010902,2,16972,S
20250406100010901,5,81265,B
20250406100010900,3,21213,S
20250406100010899,0,30070,S
20250406100010898,4,10724,S
20250406100010897,6,90016,B
20250406100010896,9,31589,B
20250406100010895,0,29120,S
20250406100010894,7,70777,B
20250406100010893,2,70822,S
20250406100010892,0,25200,S
20250406100010891,8,44728,B
20250406100010890,4,97654,S
20250406100010889,9,70089,B
20250406100010888,1,27341,S
20250406100010887,7,28637,B
20250406100010886,9,54279,B
20250406100010885,6,61536,B
20250406100010884,3,32643,S
20250406100010883,5,37905,B
20250406100010882,0,68440,S
20250406100010881,0,17420,S
20250406100010880,7,39937,B
20250406100010879,4,80204,S
20250406100010878,4,82504,S
20250406100010877,8,64258,B
20250406100010876,2,31002,S
20250406100010875,8,59488,B
20250406100010874,0,46270,S
20250406100010873,8,22148,B
20250406100010872,6,83956,B
20250406100010871,6,16906,B
20250406100010870,6,45646,B
20250406100010869,5,30725,B
20250406100010868,2,41662,S
20250406100010867,9,73499,B
20250406100010866,9,30049,B
20250406100010865,8,58578,B
20250406100010864,2,24772,S
20250406100010863,2,82282,S
20250406100010862,2,59822,S
20250406100010861,9,32089,B
20250406100010860,5,37405,B
20250406100010859,8,20388,B
20250406100010858,0,29260,S
20250406100010857,0,58310,S
20250406100010856,5,96925,B
20250406100010855,1,63811,S
20250406100010854,5,49515,B
20250406100010853,4,65654,S
20250406100010852,0,33300,S
20250406100010851,1,32881,S
20250406100010850,1,68101,S
20250406100010849,8,62028,B
20250406100010848,5,36175,B
20250406100010847,1,63611,S
20250406100010846,0,31030,S
20250406100010845,6,12196,B
20250406100010844,1,68311,S
20250406100010843,7,44767,B
20250406100010842,5,40315,B
20250406100010841,7,71617,B
20250406100010840,1,66991,S
20250406100010839,5,68675,B
20250406100010838,2,82632,S
20250406100010837,7,61977,B
20250406100010836,1,31741,S
20250406100010835,0,78910,S
20250406100010834,7,56477,B
20250406100010833,9,73549,B
20250406100010832,9,58979,B
20250406100010831,0,63380,S
20250406100010830,9,33919,B
20250406100010829,9,99399,B
20250406100010828,5,11165,B
20250406100010827,9,77569,B
20250406100010826,5,41755,B
20250406100010825,8,16958,B
20250406100010824,4,83894,S
20250406100010823,4,64774,S
20250406100010822,6,61956,B
20250406100010821,0,14440,S
20250406100010820,2,78222,S
20250406100010819,6,57816,B
20250406100010818,7,73947,B
20250406100010817,7,96147,B
20250406100010816,4,12444,S
20250406100010815,9,21379,B
20250406100010814,1,48741,S
20250406100010813,9,67429,B
20250406100010812,7,88537,B
20250406100010811,9,73799,B
20250406100010810,8,96598,B
20250406100010809,8,87588,B
20250406100010808,4,85334,S
20250406100010807,1,64101,S
20250406100010806,4,86284,S
20250406100010805,1,41691,S
20250406100010804,4,38094,S
20250406100010803,2,22512,S
20250406100010802,3,98513,S
20250406100010801,5,55145,B
20250406100010800,6,79056,B
20250406100010799,5,29115,B
20250406100010798,7,18647,B
20250406100010797,0,74980,S
20250406100010796,9,20299,B
20250406100010795,9,72039,B
20250406100010794,3,63893,S
20250406100010793,2,41752,S
20250406100010792,4,23474,S
20250406100010791,3,92243,S
20250406100010790,0,35980,S
20250406100010789,8,87238,B
20250406100010788,0,18840,S
20250406100010787,8,74048,B
20250406100010786,1,48401,S
20250406100010785,3,44993,S
20250406100010784,3,73953,S
20250406100010783,0,27470,S
20250406100010782,1,76031,S
20250406100010781,7,19827,B
20250406100010780,0,68080,S
20250406100010779,1,42461,S
20250406100010778,4,34704,S
20250406100010777,7,75917,B
20250406100010776,3,75903,S
20250406100010775,6,79696,B
20250406100010774,1,97741,S
20250406100010773,2,25622,S
20250406100010772,0,51270,S
20250406100010771,9,77709,B
20250406100010770,1,49061,S
20250406100010769,5,42025,B
20250406100010768,1,16731,S
20250406100010767,0,21730,S
20250406100010766,5,93185,B
20250406100010765,1,59431,S
20250406100010764,3,51953,S
20250406100010763,0,62390,S
20250406100010762,2,34162,S
20250406100010761,3,78913,S
20250406100010760,2,33012,S
20250406100010759,6,93446,B
20250406100010758,8,32858,B
20250406100010757,2,48532,S
20250406100010756,5,31215,B
20250406100010755,7,58527,B
20250406100010754,9,28189,B
20250406100010753,9,14609,B
20250406100010752,3,98003,S
20250406100010751,0,53620,S
20250406100010750,1,78731,S
20250406100010749,7,38667,B
20250406100010748,3,43783,S
20250406100010747,6,85806,B
20250406100010746,2,89142,S
20250406100010745,1,88341,S
20250406100010744,6,66886,B
20250406100010743,4,75254,S
20250406100010742,3,72283,S
20250406100010741,5,52365,B
20250406100010740,3,48593,S
20250406100010739,4,26474,S
20250406100010738,2,29272,S
20250406100010737,1,89901,S
20250406100010736,1,21861,S
20250406100010735,7,30067,B
20250406100010734,8,90938,B
20250406100010733,5,78075,B
20250406100010732,4,88904,S
20250406100010731,0,69710,S
20250406100010730,9,47759,B
20250406100010729,0,59100,S
20250406100010728,4,42984,S
20250406100010727,0,74500,S
20250406100010726,5,20195,B
20250406100010725,3,44503,S
20250406100010724,3,26453,S
20250406100010723,6,42956,B
20250406100010722,9,39509,B
20250406100010721,5,22855,B
20250406100010720,9,92849,B
20250406100010719,9,19369,B
20250406100010718,6,77986,B
20250406100010717,3,32773,S
20250406100010716,3,78993,S
20250406100010715,8,37988,B
20250406100010714,2,11942,S
20250406100010713,5,73535,B
20250406100010712,8,65658,B
20250406100010711,3,89473,S
20250406100010710,7,53957,B
20250406100010709,8,27158,B
20250406100010708,8,78288,B
